,DriverId,TeamId,Position,GridPosition,Time,Status,Points,season,round,circuitId
33,max_verstappen,red_bull,2.0,4.0,1.211,Finished,18.0,2017,16,suzuka
3,ricciardo,red_bull,3.0,3.0,9.679,Finished,15.0,2017,16,suzuka
77,bottas,mercedes,4.0,6.0,10.58,Finished,12.0,2017,16,suzuka
7,raikkonen,ferrari,5.0,10.0,32.622,Finished,10.0,2017,16,suzuka
31,ocon,force_india,6.0,5.0,67.788,Finished,8.0,2017,16,suzuka
11,perez,force_india,7.0,7.0,71.424,Finished,6.0,2017,16,suzuka
20,kevin_magnussen,haas,8.0,12.0,88.953,Finished,4.0,2017,16,suzuka
8,grosjean,haas,9.0,13.0,89.883,Finished,2.0,2017,16,suzuka
19,massa,williams,10.0,8.0,189.883,+1 Lap,1.0,2017,16,suzuka
14,alonso,mclaren,11.0,20.0,189.883,+1 Lap,0.0,2017,16,suzuka
30,jolyon_palmer,renault,12.0,18.0,189.883,+1 Lap,0.0,2017,16,suzuka
10,gasly,toro_rosso,13.0,14.0,189.883,+1 Lap,0.0,2017,16,suzuka
2,vandoorne,mclaren,14.0,9.0,189.883,+1 Lap,0.0,2017,16,suzuka
94,wehrlein,sauber,15.0,17.0,189.883,+2 Laps,0.0,2017,16,suzuka
18,stroll,williams,16.0,15.0,189.883,Wheel,0.0,2017,16,suzuka
27,hulkenberg,renault,17.0,11.0,189.883,Front wing,0.0,2017,16,suzuka
9,ericsson,sauber,18.0,16.0,189.883,Accident,0.0,2017,16,suzuka
5,vettel,ferrari,19.0,2.0,189.883,Spark plugs,0.0,2017,16,suzuka
55,sainz,toro_rosso,20.0,19.0,189.883,Accident,0.0,2017,16,suzuka
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2017,17,americas
5,vettel,ferrari,2.0,2.0,10.143,Finished,18.0,2017,17,americas
7,raikkonen,ferrari,3.0,5.0,15.779,Finished,15.0,2017,17,americas
33,max_verstappen,red_bull,4.0,16.0,16.768,Finished,12.0,2017,17,americas
77,bottas,mercedes,5.0,3.0,34.967,Finished,10.0,2017,17,americas
31,ocon,force_india,6.0,6.0,90.98,Finished,8.0,2017,17,americas
55,sainz,renault,7.0,7.0,92.944,Finished,6.0,2017,17,americas
11,perez,force_india,8.0,9.0,192.944,+1 Lap,4.0,2017,17,americas
19,massa,williams,9.0,10.0,192.944,+1 Lap,2.0,2017,17,americas
26,kvyat,toro_rosso,10.0,11.0,192.944,+1 Lap,1.0,2017,17,americas
18,stroll,williams,11.0,15.0,192.944,+1 Lap,0.0,2017,17,americas
2,vandoorne,mclaren,12.0,20.0,192.944,+1 Lap,0.0,2017,17,americas
39,brendon_hartley,toro_rosso,13.0,19.0,192.944,+1 Lap,0.0,2017,17,americas
8,grosjean,haas,14.0,12.0,192.944,+1 Lap,0.0,2017,17,americas
9,ericsson,sauber,15.0,13.0,192.944,+1 Lap,0.0,2017,17,americas
20,kevin_magnussen,haas,16.0,17.0,192.944,+1 Lap,0.0,2017,17,americas
14,alonso,mclaren,17.0,8.0,192.944,Engine,0.0,2017,17,americas
3,ricciardo,red_bull,18.0,4.0,192.944,Engine,0.0,2017,17,americas
94,wehrlein,sauber,19.0,14.0,192.944,Collision,0.0,2017,17,americas
27,hulkenberg,renault,20.0,18.0,192.944,Engine,0.0,2017,17,americas
33,max_verstappen,red_bull,1.0,2.0,0.0,Finished,25.0,2017,18,rodriguez
77,bottas,mercedes,2.0,4.0,19.678,Finished,18.0,2017,18,rodriguez
7,raikkonen,ferrari,3.0,5.0,54.007,Finished,15.0,2017,18,rodriguez
5,vettel,ferrari,4.0,1.0,70.078,Finished,12.0,2017,18,rodriguez
31,ocon,force_india,5.0,6.0,170.078,+1 Lap,10.0,2017,18,rodriguez
18,stroll,williams,6.0,11.0,170.078,+1 Lap,8.0,2017,18,rodriguez
11,perez,force_india,7.0,9.0,170.078,+1 Lap,6.0,2017,18,rodriguez
20,kevin_magnussen,haas,8.0,14.0,170.078,+1 Lap,4.0,2017,18,rodriguez
44,hamilton,mercedes,9.0,3.0,170.078,+1 Lap,2.0,2017,18,rodriguez
14,alonso,mclaren,10.0,18.0,170.078,+1 Lap,1.0,2017,18,rodriguez
19,massa,williams,11.0,10.0,170.078,+1 Lap,0.0,2017,18,rodriguez
2,vandoorne,mclaren,12.0,19.0,170.078,+1 Lap,0.0,2017,18,rodriguez
10,gasly,toro_rosso,13.0,20.0,170.078,+1 Lap,0.0,2017,18,rodriguez
94,wehrlein,sauber,14.0,13.0,170.078,+2 Laps,0.0,2017,18,rodriguez
8,grosjean,haas,15.0,15.0,170.078,+2 Laps,0.0,2017,18,rodriguez
55,sainz,renault,16.0,8.0,170.078,Engine,0.0,2017,18,rodriguez
9,ericsson,sauber,17.0,12.0,170.078,Engine,0.0,2017,18,rodriguez
28,brendon_hartley,toro_rosso,18.0,17.0,170.078,Engine,0.0,2017,18,rodriguez
27,hulkenberg,renault,19.0,7.0,170.078,Electrical,0.0,2017,18,rodriguez
3,ricciardo,red_bull,20.0,16.0,170.078,Engine,0.0,2017,18,rodriguez
5,vettel,ferrari,1.0,2.0,0.0,Finished,25.0,2017,19,interlagos
77,bottas,mercedes,2.0,1.0,2.762,Finished,18.0,2017,19,interlagos
7,raikkonen,ferrari,3.0,3.0,4.6,Finished,15.0,2017,19,interlagos
44,hamilton,mercedes,4.0,20.0,5.468,Finished,12.0,2017,19,interlagos
33,max_verstappen,red_bull,5.0,4.0,32.94,Finished,10.0,2017,19,interlagos
3,ricciardo,red_bull,6.0,14.0,48.691,Finished,8.0,2017,19,interlagos
19,massa,williams,7.0,9.0,68.882,Finished,6.0,2017,19,interlagos
14,alonso,mclaren,8.0,6.0,69.363,Finished,4.0,2017,19,interlagos
11,perez,force_india,9.0,5.0,69.5,Finished,2.0,2017,19,interlagos
27,hulkenberg,renault,10.0,7.0,169.5,+1 Lap,1.0,2017,19,interlagos
55,sainz,renault,11.0,8.0,169.5,+1 Lap,0.0,2017,19,interlagos
10,gasly,toro_rosso,12.0,19.0,169.5,+1 Lap,0.0,2017,19,interlagos
9,ericsson,sauber,13.0,17.0,169.5,+1 Lap,0.0,2017,19,interlagos
94,wehrlein,sauber,14.0,15.0,169.5,+1 Lap,0.0,2017,19,interlagos
8,grosjean,haas,15.0,11.0,169.5,+2 Laps,0.0,2017,19,interlagos
18,stroll,williams,16.0,16.0,169.5,+2 Laps,0.0,2017,19,interlagos
28,brendon_hartley,toro_rosso,17.0,18.0,169.5,Engine,0.0,2017,19,interlagos
31,ocon,force_india,18.0,10.0,169.5,Accident,0.0,2017,19,interlagos
2,vandoorne,mclaren,19.0,12.0,169.5,Accident,0.0,2017,19,interlagos
20,kevin_magnussen,haas,20.0,13.0,169.5,Accident,0.0,2017,19,interlagos
77,bottas,mercedes,1.0,1.0,0.0,Finished,25.0,2017,20,yas_marina
44,hamilton,mercedes,2.0,2.0,3.899,Finished,18.0,2017,20,yas_marina
5,vettel,ferrari,3.0,3.0,19.33,Finished,15.0,2017,20,yas_marina
7,raikkonen,ferrari,4.0,5.0,45.386,Finished,12.0,2017,20,yas_marina
33,max_verstappen,red_bull,5.0,6.0,46.269,Finished,10.0,2017,20,yas_marina
27,hulkenberg,renault,6.0,7.0,85.713,Finished,8.0,2017,20,yas_marina
11,perez,force_india,7.0,8.0,92.062,Finished,6.0,2017,20,yas_marina
31,ocon,force_india,8.0,9.0,98.911,Finished,4.0,2017,20,yas_marina
14,alonso,mclaren,9.0,11.0,198.911,+1 Lap,2.0,2017,20,yas_marina
19,massa,williams,10.0,10.0,198.911,+1 Lap,1.0,2017,20,yas_marina
8,grosjean,haas,11.0,16.0,198.911,+1 Lap,0.0,2017,20,yas_marina
2,vandoorne,mclaren,12.0,13.0,198.911,+1 Lap,0.0,2017,20,yas_marina
20,kevin_magnussen,haas,13.0,14.0,198.911,+1 Lap,0.0,2017,20,yas_marina
94,wehrlein,sauber,14.0,18.0,198.911,+1 Lap,0.0,2017,20,yas_marina
28,brendon_hartley,toro_rosso,15.0,20.0,198.911,+1 Lap,0.0,2017,20,yas_marina
10,gasly,toro_rosso,16.0,17.0,198.911,+1 Lap,0.0,2017,20,yas_marina
9,ericsson,sauber,17.0,19.0,198.911,+1 Lap,0.0,2017,20,yas_marina
18,stroll,williams,18.0,15.0,198.911,+1 Lap,0.0,2017,20,yas_marina
55,sainz,renault,19.0,12.0,198.911,Wheel,0.0,2017,20,yas_marina
3,ricciardo,red_bull,20.0,4.0,198.911,Hydraulics,0.0,2017,20,yas_marina
5,vettel,ferrari,1.0,3.0,0.0,Finished,25.0,2018,1,albert_park
44,hamilton,mercedes,2.0,1.0,5.036,Finished,18.0,2018,1,albert_park
7,raikkonen,ferrari,3.0,2.0,6.309,Finished,15.0,2018,1,albert_park
3,ricciardo,red_bull,4.0,8.0,7.069,Finished,12.0,2018,1,albert_park
14,alonso,mclaren,5.0,10.0,27.886,Finished,10.0,2018,1,albert_park
33,max_verstappen,red_bull,6.0,4.0,28.945,Finished,8.0,2018,1,albert_park
27,hulkenberg,renault,7.0,7.0,32.671,Finished,6.0,2018,1,albert_park
77,bottas,mercedes,8.0,15.0,34.339,Finished,4.0,2018,1,albert_park
2,vandoorne,mclaren,9.0,11.0,34.921,Finished,2.0,2018,1,albert_park
55,sainz,renault,10.0,9.0,45.722,Finished,1.0,2018,1,albert_park
11,perez,force_india,11.0,12.0,46.817,Finished,0.0,2018,1,albert_park
31,ocon,force_india,12.0,14.0,60.278,Finished,0.0,2018,1,albert_park
16,leclerc,sauber,13.0,18.0,75.759,Finished,0.0,2018,1,albert_park
18,stroll,williams,14.0,13.0,78.288,Finished,0.0,2018,1,albert_park
28,brendon_hartley,toro_rosso,15.0,16.0,178.288,+1 Lap,0.0,2018,1,albert_park
8,grosjean,haas,16.0,6.0,178.288,Wheel,0.0,2018,1,albert_park
20,kevin_magnussen,haas,17.0,5.0,178.288,Wheel,0.0,2018,1,albert_park
10,gasly,toro_rosso,18.0,20.0,178.288,Engine,0.0,2018,1,albert_park
9,ericsson,sauber,19.0,17.0,178.288,Steering,0.0,2018,1,albert_park
35,sirotkin,williams,20.0,19.0,178.288,Brakes,0.0,2018,1,albert_park
5,vettel,ferrari,1.0,1.0,0.0,Finished,25.0,2018,2,bahrain
77,bottas,mercedes,2.0,3.0,0.699,Finished,18.0,2018,2,bahrain
44,hamilton,mercedes,3.0,9.0,6.512,Finished,15.0,2018,2,bahrain
10,gasly,toro_rosso,4.0,5.0,62.234,Finished,12.0,2018,2,bahrain
20,kevin_magnussen,haas,5.0,6.0,75.046,Finished,10.0,2018,2,bahrain
27,hulkenberg,renault,6.0,7.0,99.024,Finished,8.0,2018,2,bahrain
14,alonso,mclaren,7.0,13.0,199.024,+1 Lap,6.0,2018,2,bahrain
2,vandoorne,mclaren,8.0,14.0,199.024,+1 Lap,4.0,2018,2,bahrain
9,ericsson,sauber,9.0,17.0,199.024,+1 Lap,2.0,2018,2,bahrain
31,ocon,force_india,10.0,8.0,199.024,+1 Lap,1.0,2018,2,bahrain
55,sainz,renault,11.0,10.0,199.024,+1 Lap,0.0,2018,2,bahrain
16,leclerc,sauber,12.0,19.0,199.024,+1 Lap,0.0,2018,2,bahrain
8,grosjean,haas,13.0,16.0,199.024,+1 Lap,0.0,2018,2,bahrain
18,stroll,williams,14.0,20.0,199.024,+1 Lap,0.0,2018,2,bahrain
35,sirotkin,williams,15.0,18.0,199.024,+1 Lap,0.0,2018,2,bahrain
11,perez,force_india,16.0,12.0,199.024,+1 Lap,0.0,2018,2,bahrain
28,brendon_hartley,toro_rosso,17.0,11.0,199.024,+1 Lap,0.0,2018,2,bahrain
7,raikkonen,ferrari,18.0,2.0,199.024,Wheel,0.0,2018,2,bahrain
33,max_verstappen,red_bull,19.0,15.0,199.024,Puncture,0.0,2018,2,bahrain
3,ricciardo,red_bull,20.0,4.0,199.024,Electrical,0.0,2018,2,bahrain
3,ricciardo,red_bull,1.0,6.0,0.0,Finished,25.0,2018,3,shanghai
77,bottas,mercedes,2.0,3.0,8.894,Finished,18.0,2018,3,shanghai
7,raikkonen,ferrari,3.0,2.0,9.637,Finished,15.0,2018,3,shanghai
44,hamilton,mercedes,4.0,4.0,16.985,Finished,12.0,2018,3,shanghai
33,max_verstappen,red_bull,5.0,5.0,20.436,Finished,10.0,2018,3,shanghai
27,hulkenberg,renault,6.0,7.0,21.052,Finished,8.0,2018,3,shanghai
14,alonso,mclaren,7.0,13.0,30.639,Finished,6.0,2018,3,shanghai
5,vettel,ferrari,8.0,1.0,35.286,Finished,4.0,2018,3,shanghai
55,sainz,renault,9.0,9.0,35.763,Finished,2.0,2018,3,shanghai
20,kevin_magnussen,haas,10.0,11.0,39.594,Finished,1.0,2018,3,shanghai
31,ocon,force_india,11.0,12.0,44.05,Finished,0.0,2018,3,shanghai
11,perez,force_india,12.0,8.0,44.725,Finished,0.0,2018,3,shanghai
2,vandoorne,mclaren,13.0,14.0,49.373,Finished,0.0,2018,3,shanghai
18,stroll,williams,14.0,18.0,55.49,Finished,0.0,2018,3,shanghai
35,sirotkin,williams,15.0,16.0,58.241,Finished,0.0,2018,3,shanghai
9,ericsson,sauber,16.0,20.0,62.604,Finished,0.0,2018,3,shanghai
8,grosjean,haas,17.0,10.0,65.296,Finished,0.0,2018,3,shanghai
10,gasly,toro_rosso,18.0,17.0,66.33,Finished,0.0,2018,3,shanghai
16,leclerc,sauber,19.0,19.0,82.575,Finished,0.0,2018,3,shanghai
28,brendon_hartley,toro_rosso,20.0,15.0,182.575,Collision damage,0.0,2018,3,shanghai
44,hamilton,mercedes,1.0,2.0,0.0,Finished,25.0,2018,4,baku
7,raikkonen,ferrari,2.0,6.0,2.46,Finished,18.0,2018,4,baku
11,perez,force_india,3.0,8.0,4.024,Finished,15.0,2018,4,baku
5,vettel,ferrari,4.0,1.0,5.329,Finished,12.0,2018,4,baku
55,sainz,renault,5.0,9.0,7.515,Finished,10.0,2018,4,baku
16,leclerc,sauber,6.0,13.0,9.158,Finished,8.0,2018,4,baku
14,alonso,mclaren,7.0,12.0,10.931,Finished,6.0,2018,4,baku
18,stroll,williams,8.0,10.0,12.546,Finished,4.0,2018,4,baku
2,vandoorne,mclaren,9.0,16.0,14.152,Finished,2.0,2018,4,baku
28,brendon_hartley,toro_rosso,10.0,19.0,18.03,Finished,1.0,2018,4,baku
9,ericsson,sauber,11.0,18.0,18.512,Finished,0.0,2018,4,baku
10,gasly,toro_rosso,12.0,17.0,24.72,Finished,0.0,2018,4,baku
20,kevin_magnussen,haas,13.0,15.0,40.663,Finished,0.0,2018,4,baku
77,bottas,mercedes,14.0,3.0,140.663,Puncture,0.0,2018,4,baku
8,grosjean,haas,15.0,20.0,140.663,Accident,0.0,2018,4,baku
33,max_verstappen,red_bull,16.0,5.0,140.663,Collision,0.0,2018,4,baku
3,ricciardo,red_bull,17.0,4.0,140.663,Collision,0.0,2018,4,baku
27,hulkenberg,renault,18.0,14.0,140.663,Accident,0.0,2018,4,baku
31,ocon,force_india,19.0,7.0,140.663,Collision,0.0,2018,4,baku
35,sirotkin,williams,20.0,11.0,140.663,Collision,0.0,2018,4,baku
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2018,5,catalunya
77,bottas,mercedes,2.0,2.0,20.593,Finished,18.0,2018,5,catalunya
33,max_verstappen,red_bull,3.0,5.0,26.873,Finished,15.0,2018,5,catalunya
5,vettel,ferrari,4.0,3.0,27.584,Finished,12.0,2018,5,catalunya
3,ricciardo,red_bull,5.0,6.0,50.058,Finished,10.0,2018,5,catalunya
20,kevin_magnussen,haas,6.0,7.0,150.058,+1 Lap,8.0,2018,5,catalunya
55,sainz,renault,7.0,9.0,150.058,+1 Lap,6.0,2018,5,catalunya
14,alonso,mclaren,8.0,8.0,150.058,+1 Lap,4.0,2018,5,catalunya
11,perez,force_india,9.0,15.0,150.058,+2 Laps,2.0,2018,5,catalunya
16,leclerc,sauber,10.0,14.0,150.058,+2 Laps,1.0,2018,5,catalunya
18,stroll,williams,11.0,18.0,150.058,+2 Laps,0.0,2018,5,catalunya
28,brendon_hartley,toro_rosso,12.0,20.0,150.058,+2 Laps,0.0,2018,5,catalunya
9,ericsson,sauber,13.0,17.0,150.058,+2 Laps,0.0,2018,5,catalunya
35,sirotkin,williams,14.0,19.0,150.058,+3 Laps,0.0,2018,5,catalunya
2,vandoorne,mclaren,15.0,11.0,150.058,Gearbox,0.0,2018,5,catalunya
31,ocon,force_india,16.0,13.0,150.058,Oil leak,0.0,2018,5,catalunya
7,raikkonen,ferrari,17.0,4.0,150.058,Turbo,0.0,2018,5,catalunya
8,grosjean,haas,18.0,10.0,150.058,Collision,0.0,2018,5,catalunya
10,gasly,toro_rosso,19.0,12.0,150.058,Collision,0.0,2018,5,catalunya
27,hulkenberg,renault,20.0,16.0,150.058,Collision,0.0,2018,5,catalunya
3,ricciardo,red_bull,1.0,1.0,0.0,Finished,25.0,2018,6,monaco
5,vettel,ferrari,2.0,2.0,7.336,Finished,18.0,2018,6,monaco
44,hamilton,mercedes,3.0,3.0,17.013,Finished,15.0,2018,6,monaco
7,raikkonen,ferrari,4.0,4.0,18.127,Finished,12.0,2018,6,monaco
77,bottas,mercedes,5.0,5.0,18.822,Finished,10.0,2018,6,monaco
31,ocon,force_india,6.0,6.0,23.667,Finished,8.0,2018,6,monaco
10,gasly,toro_rosso,7.0,10.0,24.331,Finished,6.0,2018,6,monaco
27,hulkenberg,renault,8.0,11.0,24.839,Finished,4.0,2018,6,monaco
33,max_verstappen,red_bull,9.0,20.0,25.317,Finished,2.0,2018,6,monaco
55,sainz,renault,10.0,8.0,69.013,Finished,1.0,2018,6,monaco
9,ericsson,sauber,11.0,16.0,69.864,Finished,0.0,2018,6,monaco
11,perez,force_india,12.0,9.0,70.461,Finished,0.0,2018,6,monaco
20,kevin_magnussen,haas,13.0,19.0,74.823,Finished,0.0,2018,6,monaco
2,vandoorne,mclaren,14.0,12.0,174.82299999999998,+1 Lap,0.0,2018,6,monaco
8,grosjean,haas,15.0,18.0,174.82299999999998,+1 Lap,0.0,2018,6,monaco
35,sirotkin,williams,16.0,13.0,174.82299999999998,+1 Lap,0.0,2018,6,monaco
18,stroll,williams,17.0,17.0,174.82299999999998,+2 Laps,0.0,2018,6,monaco
16,leclerc,sauber,18.0,14.0,174.82299999999998,Collision,0.0,2018,6,monaco
28,brendon_hartley,toro_rosso,19.0,15.0,174.82299999999998,Collision,0.0,2018,6,monaco
14,alonso,mclaren,20.0,7.0,174.82299999999998,Gearbox,0.0,2018,6,monaco
5,vettel,ferrari,1.0,1.0,0.0,Finished,25.0,2018,7,villeneuve
77,bottas,mercedes,2.0,2.0,7.376,Finished,18.0,2018,7,villeneuve
33,max_verstappen,red_bull,3.0,3.0,8.36,Finished,15.0,2018,7,villeneuve
3,ricciardo,red_bull,4.0,6.0,20.892,Finished,12.0,2018,7,villeneuve
44,hamilton,mercedes,5.0,4.0,21.559,Finished,10.0,2018,7,villeneuve
7,raikkonen,ferrari,6.0,5.0,27.184,Finished,8.0,2018,7,villeneuve
27,hulkenberg,renault,7.0,7.0,127.184,+1 Lap,6.0,2018,7,villeneuve
55,sainz,renault,8.0,9.0,127.184,+1 Lap,4.0,2018,7,villeneuve
31,ocon,force_india,9.0,8.0,127.184,+1 Lap,2.0,2018,7,villeneuve
16,leclerc,sauber,10.0,13.0,127.184,+1 Lap,1.0,2018,7,villeneuve
10,gasly,toro_rosso,11.0,16.0,127.184,+1 Lap,0.0,2018,7,villeneuve
8,grosjean,haas,12.0,20.0,127.184,+1 Lap,0.0,2018,7,villeneuve
20,kevin_magnussen,haas,13.0,11.0,127.184,+1 Lap,0.0,2018,7,villeneuve
11,perez,force_india,14.0,10.0,127.184,+1 Lap,0.0,2018,7,villeneuve
9,ericsson,sauber,15.0,19.0,127.184,+2 Laps,0.0,2018,7,villeneuve
2,vandoorne,mclaren,16.0,15.0,127.184,+2 Laps,0.0,2018,7,villeneuve
35,sirotkin,williams,17.0,18.0,127.184,+2 Laps,0.0,2018,7,villeneuve
14,alonso,mclaren,18.0,14.0,127.184,Exhaust,0.0,2018,7,villeneuve
28,brendon_hartley,toro_rosso,19.0,12.0,127.184,Collision,0.0,2018,7,villeneuve
18,stroll,williams,20.0,17.0,127.184,Collision,0.0,2018,7,villeneuve
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2018,8,ricard
33,max_verstappen,red_bull,2.0,4.0,7.09,Finished,18.0,2018,8,ricard
7,raikkonen,ferrari,3.0,6.0,25.888,Finished,15.0,2018,8,ricard
3,ricciardo,red_bull,4.0,5.0,34.736,Finished,12.0,2018,8,ricard
5,vettel,ferrari,5.0,3.0,61.935,Finished,10.0,2018,8,ricard
20,kevin_magnussen,haas,6.0,9.0,79.364,Finished,8.0,2018,8,ricard
77,bottas,mercedes,7.0,2.0,80.632,Finished,6.0,2018,8,ricard
55,sainz,renault,8.0,7.0,87.184,Finished,4.0,2018,8,ricard
27,hulkenberg,renault,9.0,12.0,91.989,Finished,2.0,2018,8,ricard
16,leclerc,sauber,10.0,8.0,93.873,Finished,1.0,2018,8,ricard
8,grosjean,haas,11.0,10.0,193.873,+1 Lap,0.0,2018,8,ricard
2,vandoorne,mclaren,12.0,17.0,193.873,+1 Lap,0.0,2018,8,ricard
9,ericsson,sauber,13.0,15.0,193.873,+1 Lap,0.0,2018,8,ricard
28,brendon_hartley,toro_rosso,14.0,20.0,193.873,+1 Lap,0.0,2018,8,ricard
35,sirotkin,williams,15.0,18.0,193.873,+1 Lap,0.0,2018,8,ricard
14,alonso,mclaren,16.0,16.0,193.873,Wheel,0.0,2018,8,ricard
18,stroll,williams,17.0,19.0,193.873,Puncture,0.0,2018,8,ricard
11,perez,force_india,18.0,13.0,193.873,Engine,0.0,2018,8,ricard
31,ocon,force_india,19.0,11.0,193.873,Collision,0.0,2018,8,ricard
10,gasly,toro_rosso,20.0,14.0,193.873,Collision,0.0,2018,8,ricard
33,max_verstappen,red_bull,1.0,4.0,0.0,Finished,25.0,2018,9,red_bull_ring
7,raikkonen,ferrari,2.0,3.0,1.504,Finished,18.0,2018,9,red_bull_ring
5,vettel,ferrari,3.0,6.0,3.181,Finished,15.0,2018,9,red_bull_ring
8,grosjean,haas,4.0,5.0,103.181,+1 Lap,12.0,2018,9,red_bull_ring
20,kevin_magnussen,haas,5.0,8.0,103.181,+1 Lap,10.0,2018,9,red_bull_ring
31,ocon,force_india,6.0,11.0,103.181,+1 Lap,8.0,2018,9,red_bull_ring
11,perez,force_india,7.0,16.0,103.181,+1 Lap,6.0,2018,9,red_bull_ring
14,alonso,mclaren,8.0,13.0,103.181,+1 Lap,4.0,2018,9,red_bull_ring
16,leclerc,sauber,9.0,18.0,103.181,+1 Lap,2.0,2018,9,red_bull_ring
9,ericsson,sauber,10.0,20.0,103.181,+1 Lap,1.0,2018,9,red_bull_ring
10,gasly,toro_rosso,11.0,12.0,103.181,+1 Lap,0.0,2018,9,red_bull_ring
55,sainz,renault,12.0,9.0,103.181,+1 Lap,0.0,2018,9,red_bull_ring
35,sirotkin,williams,13.0,17.0,103.181,+2 Laps,0.0,2018,9,red_bull_ring
18,stroll,williams,14.0,14.0,103.181,+2 Laps,0.0,2018,9,red_bull_ring
2,vandoorne,mclaren,15.0,15.0,103.181,Collision damage,0.0,2018,9,red_bull_ring
44,hamilton,mercedes,16.0,2.0,103.181,Fuel pressure,0.0,2018,9,red_bull_ring
28,brendon_hartley,toro_rosso,17.0,19.0,103.181,Hydraulics,0.0,2018,9,red_bull_ring
3,ricciardo,red_bull,18.0,7.0,103.181,Exhaust,0.0,2018,9,red_bull_ring
77,bottas,mercedes,19.0,1.0,103.181,Hydraulics,0.0,2018,9,red_bull_ring
27,hulkenberg,renault,20.0,10.0,103.181,Engine,0.0,2018,9,red_bull_ring
5,vettel,ferrari,1.0,2.0,0.0,Finished,25.0,2018,10,silverstone
44,hamilton,mercedes,2.0,1.0,2.264,Finished,18.0,2018,10,silverstone
7,raikkonen,ferrari,3.0,3.0,3.652,Finished,15.0,2018,10,silverstone
77,bottas,mercedes,4.0,4.0,8.883,Finished,12.0,2018,10,silverstone
3,ricciardo,red_bull,5.0,6.0,9.5,Finished,10.0,2018,10,silverstone
27,hulkenberg,renault,6.0,11.0,28.22,Finished,8.0,2018,10,silverstone
31,ocon,force_india,7.0,10.0,29.93,Finished,6.0,2018,10,silverstone
14,alonso,mclaren,8.0,13.0,31.115,Finished,4.0,2018,10,silverstone
20,kevin_magnussen,haas,9.0,7.0,33.188,Finished,2.0,2018,10,silverstone
11,perez,force_india,10.0,12.0,34.708,Finished,1.0,2018,10,silverstone
2,vandoorne,mclaren,11.0,17.0,35.774,Finished,0.0,2018,10,silverstone
18,stroll,williams,12.0,19.0,38.106,Finished,0.0,2018,10,silverstone
10,gasly,toro_rosso,13.0,14.0,39.129,Finished,0.0,2018,10,silverstone
35,sirotkin,williams,14.0,18.0,48.113,Finished,0.0,2018,10,silverstone
33,max_verstappen,red_bull,15.0,5.0,148.113,Brakes,0.0,2018,10,silverstone
8,grosjean,haas,16.0,8.0,148.113,Collision,0.0,2018,10,silverstone
55,sainz,renault,17.0,16.0,148.113,Collision,0.0,2018,10,silverstone
9,ericsson,sauber,18.0,15.0,148.113,Accident,0.0,2018,10,silverstone
16,leclerc,sauber,19.0,9.0,148.113,Tyre,0.0,2018,10,silverstone
28,brendon_hartley,toro_rosso,20.0,0.0,148.113,Power Unit,0.0,2018,10,silverstone
44,hamilton,mercedes,1.0,14.0,0.0,Finished,25.0,2018,11,hockenheimring
77,bottas,mercedes,2.0,2.0,4.535,Finished,18.0,2018,11,hockenheimring
7,raikkonen,ferrari,3.0,3.0,6.732,Finished,15.0,2018,11,hockenheimring
33,max_verstappen,red_bull,4.0,4.0,7.654,Finished,12.0,2018,11,hockenheimring
27,hulkenberg,renault,5.0,7.0,26.609,Finished,10.0,2018,11,hockenheimring
8,grosjean,haas,6.0,6.0,28.871,Finished,8.0,2018,11,hockenheimring
11,perez,force_india,7.0,10.0,30.556,Finished,6.0,2018,11,hockenheimring
31,ocon,force_india,8.0,15.0,31.75,Finished,4.0,2018,11,hockenheimring
9,ericsson,sauber,9.0,13.0,32.362,Finished,2.0,2018,11,hockenheimring
28,brendon_hartley,toro_rosso,10.0,17.0,34.197,Finished,1.0,2018,11,hockenheimring
20,kevin_magnussen,haas,11.0,5.0,34.919,Finished,0.0,2018,11,hockenheimring
55,sainz,renault,12.0,8.0,43.069,Finished,0.0,2018,11,hockenheimring
2,vandoorne,mclaren,13.0,19.0,46.617,Finished,0.0,2018,11,hockenheimring
10,gasly,toro_rosso,14.0,16.0,146.617,+1 Lap,0.0,2018,11,hockenheimring
16,leclerc,sauber,15.0,9.0,146.617,+1 Lap,0.0,2018,11,hockenheimring
14,alonso,mclaren,16.0,11.0,146.617,Retired,0.0,2018,11,hockenheimring
18,stroll,williams,17.0,18.0,146.617,Engine,0.0,2018,11,hockenheimring
5,vettel,ferrari,18.0,1.0,146.617,Accident,0.0,2018,11,hockenheimring
35,sirotkin,williams,19.0,12.0,146.617,Engine,0.0,2018,11,hockenheimring
3,ricciardo,red_bull,20.0,20.0,146.617,Engine,0.0,2018,11,hockenheimring
44,hamilton,mercedes,1.0,1.0,0.0,Finished,25.0,2018,12,hungaroring
5,vettel,ferrari,2.0,4.0,17.123,Finished,18.0,2018,12,hungaroring
7,raikkonen,ferrari,3.0,3.0,20.101,Finished,15.0,2018,12,hungaroring
3,ricciardo,red_bull,4.0,12.0,46.419,Finished,12.0,2018,12,hungaroring
77,bottas,mercedes,5.0,2.0,50.0,Finished,10.0,2018,12,hungaroring
10,gasly,toro_rosso,6.0,6.0,73.273,Finished,8.0,2018,12,hungaroring
